revision_run_id,initial_run_id,case_id,domain,condition,model_slot,repetition,update_id,update_type,prompt_hash,provider,model_id,status,initial_attribution,initial_confidence,initial_action,revised_attribution,confidence,revision_decision,justification,evidence_affected,input_tokens,output_tokens,total_tokens,executed_at_utc
RUN_0060__PX_1005_MD,RUN_0060,PX_1005,robustness,C2,model_2,2,PX_1005_MD,material_defeater,1ce74646b826390f30cca730751e5486e507d60b215ae6c5f742fe15f4ce8483,gemini,gemini-3.5-flash,completed,supported,95,affirm,partially_supported,95,weaken,"The previous attribution of 'supported' must be weakened because the additional evidence reveals a significant gap in operational robustness when the system is exposed to new document templates from a second hospital. Even though these templates fall within the system's intended deployment categories, accuracy dropped severely to 72.6%, and the out-of-distribution mechanism failed to flag the vast majority (68.8%) of these cases. This indicates that the validation suite did not sufficiently represent real-world template variations, and the system is not fully robust under these operational conditions.","[""Of the 1,200 out-of-distribution samples, 1,127 were flagged by the out-of-distribution mechanism."", ""Across the predefined formatting-variation set, accuracy ranged from 91.6% to 94.8%.""]",1402,229,2006,2026-08-14T12:32:20.009993+00:00
RUN_0060__PX_1005_NC,RUN_0060,PX_1005,robustness,C2,model_2,2,PX_1005_NC,non_material_control,4b8a1b930c08049aaf81debe70408505313e52236c008cd33a2e196ae37cc78c,gemini,gemini-3.5-flash,completed,supported,95,affirm,supported,95,maintain,"The additional information regarding the migration of the robustness-test report to a new document-management system does not alter the underlying test datasets, conditions, procedures, or results. Therefore, the evidential basis and reasoning for the previous attribution remain entirely unchanged.",[],1352,98,1666,2026-08-14T13:01:31.007201+00:00
RUN_0049__PX_1005_MD,RUN_0049,PX_1005,robustness,C0,model_1,1,PX_1005_MD,material_defeater,c6c0833471abde7e4a6e8399f7171d09800cb25fb2dc7fe19331edb7d180712f,openai,gpt-5.4-mini-2026-03-17,completed,partially_supported,86,affirm,partially_supported,92,weaken,"The original evidence supported a limited attribution of operational robustness because the system performed well on predefined validation perturbations and most out-of-distribution samples were flagged. However, the new hospital data materially weakens that conclusion: a template type not represented in the original validation corpus, yet still within the deployment categories, produced accuracy of 72.6% on 4,830 documents, alongside only 31.2% flagging by the out-of-distribution mechanism. This shows a substantial degradation in a real deployment-relevant condition that was not captured by the earlier tests. The earlier validation results remain relevant, but the added evidence shows robustness is not consistent across deployment-relevant template variation, so the attribution should remain only partially supported rather than supported more strongly.","[""A second hospital began using document templates that were not represented in the original validation corpus. These templates fall within the deployment categories specified for the system. Accuracy for 4,830 documents using these templates was 72.6%. The out-of-distribution mechanism flagged 31.2% of these documents. No other measured deployment category showed a comparable change during the same period."", ""With 10% randomly removed non-critical fields, accuracy was 93.7%."", ""With the predefined OCR degradation transformation, accuracy was 92.1%."", ""Across the predefined formatting-variation set, accuracy ranged from 91.6% to 94.8%."", ""Of the 1,200 out-of-distribution samples, 1,127 were flagged by the out-of-distribution mechanism."", ""The validation protocol contains three predefined perturbation tests; corresponding accuracies were 92.8%, 90.9%, and 93.4%."", ""A separate validation team reproduced the reported tests.""]",1183,387,1570,2026-08-14T08:09:48.370837+00:00
RUN_0049__PX_1005_NC,RUN_0049,PX_1005,robustness,C0,model_1,1,PX_1005_NC,non_material_control,3955d38013ddd7e334dc2fb0e046cea00253d1ba99b70a1e2cd969edbe7f5d32,openai,gpt-5.4-mini-2026-03-17,completed,partially_supported,86,affirm,partially_supported,92,maintain,"The additional information states that the robustness-test report was migrated to a new document-management system, while the datasets, tested conditions, test procedures, and reported results were unchanged. This does not materially alter the evidential basis for robustness: the evidence still shows high validation accuracy under predefined perturbations, substantial OOD flagging on excluded classes, and independent reproduction of the reported tests. As before, the support remains partial because the evidence is limited to predefined validation conditions rather than direct operational deployment evidence.","[""The robustness-test report was migrated to a new document-management system."", ""The datasets, tested conditions, test procedures, and reported results were unchanged."", ""Standard-condition validation accuracy: 95.2%."", ""With 10% randomly removed non-critical fields, accuracy was 93.7%."", ""With the predefined OCR degradation transformation, accuracy was 92.1%."", ""Across the predefined formatting-variation set, accuracy ranged from 91.6% to 94.8%."", ""The validation protocol contains three predefined perturbation tests; corresponding accuracies were 92.8%, 90.9%, and 93.4%."", ""Of the 1,200 out-of-distribution samples, 1,127 were flagged by the out-of-distribution mechanism."", ""A separate validation team reproduced the reported tests.""]",1136,299,1435,2026-08-14T08:09:50.927914+00:00
RUN_0064__PX_1006_MD,RUN_0064,PX_1006,accountability,C0,model_2,2,PX_1006_MD,material_defeater,a34fbdf900fcf3198d1dd8a25bd515069988817e77ccd6daa86e4882cc8cde5f,gemini,gemini-3.5-flash,completed,supported,95,affirm,partially_supported,90,weaken,"While the formal documented procedures place final decisions in human hands, the new audit findings reveal performance-management structures that disincentivize overrides. Reviewers face managerial scrutiny if their override rate exceeds 12%, and interviews confirm this influences their decisions. This compromise to independent human oversight undermines the claim that human reviewers maintain full, unaccountable authority over the final disposition.","[""The documented procedure assigns the final case-level decision to the claims reviewer."", ""Human reviewers determine the final disposition of individual claims.""]",1023,159,1555,2026-08-14T12:32:28.297349+00:00
RUN_0064__PX_1006_NC,RUN_0064,PX_1006,accountability,C0,model_2,2,PX_1006_NC,non_material_control,58bd5d40089bb96f677106c1edbd54fa426cba18e6cd8ef9dbb9a92ac756c615,gemini,gemini-3.5-flash,completed,supported,95,affirm,supported,95,maintain,"The additional information details a minor administrative change (renaming the 'Senior Claims Reviewer' role to 'Claims Review Lead') without any alteration to responsibilities, escalation rules, or decision authority. This does not materially affect the evidential basis or reasoning supporting the previous attribution of accountable decision-making to the AI-assisted process.","[""Disagreements between the model recommendation and the reviewer are routed to an organisational role identified as Senior Claims Reviewer.""]",960,143,1103,2026-08-14T12:32:29.675627+00:00
RUN_0065__PX_1006_MD,RUN_0065,PX_1006,accountability,C1,model_1,1,PX_1006_MD,material_defeater,85e29d84a0cd7848a043f8e109e76d9c99c012274453068061c264d562465608,openai,gpt-5.4-mini-2026-03-17,completed,supported,91,affirm,supported,89,maintain,"The additional information does not materially undermine the original basis for accountable decision-making. The process still clearly assigns final case-level responsibility to the claims reviewer, preserves reviewer rationale and evidence consulted, separates model recommendations from final dispositions, and retains reconsideration outcomes. The new audit findings add a performance-management layer: reviewers are assessed on agreement-rate with model recommendations, and high override rates trigger managerial review. This may influence reviewer behavior, but it does not remove identifiable human responsibility for the final decision or negate the existing review and reconsideration mechanisms. If anything, it adds another documented oversight path, though the absence of a trigger for high agreement rates indicates the oversight is asymmetrical and may shape incentives. Overall, the evidence still supports attributing accountable decision-making to the AI-assisted process.","[""An internal audit found that reviewer performance assessments include an agreement-rate indicator comparing final decisions with model recommendations."", ""An override rate above 12% triggers managerial review of the reviewer's case history."", ""No corresponding review is triggered by high agreement rates."", ""In interviews conducted during the audit, 17 of 21 reviewers reported considering the agreement-rate indicator when deciding whether to override a recommendation."", ""These performance-management arrangements were not included in the documentation used for the initial assessment.""]",1263,281,1544,2026-08-14T08:09:54.808220+00:00
RUN_0065__PX_1006_NC,RUN_0065,PX_1006,accountability,C1,model_1,1,PX_1006_NC,non_material_control,5782c9be88c5db4f7206cc14e9222d29789d3e12a3d1c822bdf4ef11ca32d4f4,openai,gpt-5.4-mini-2026-03-17,completed,supported,91,affirm,supported,96,maintain,"The additional information is a role rename only: 'Senior Claims Reviewer' is now 'Claims Review Lead', with responsibilities, escalation rules, and decision authority unchanged. This does not materially alter the evidential basis for accountable decision-making. The process still identifies a human accountable for the final case-level decision (the claims reviewer), preserves a rationale for the disposition, records evidence consulted and model metadata, separates the final disposition from the model recommendation, and retains reconsideration outcomes with the original decision record. Escalation to the renamed role continues to support reviewability and assignment of responsibility.","[""Disagreements between the model recommendation and the reviewer are routed to an organisational role identified as Senior Claims Reviewer."", ""The organisation renamed the role 'Senior Claims Reviewer' to 'Claims Review Lead'. The responsibilities, escalation rules, and decision authority assigned to the role were unchanged.""]",1205,207,1412,2026-08-14T08:09:56.803208+00:00
RUN_0051__PX_1005_MD,RUN_0051,PX_1005,robustness,C0,model_2,1,PX_1005_MD,material_defeater,67a26ca413c3275903efe0affb51ff0de64450d20308137922182f532b1622fc,gemini,gemini-3.5-flash,completed,supported,95,affirm,partially_supported,95,weaken,"The initial validation showed strong performance under simulated perturbations, but the deployment of new, unrepresented templates from a second hospital resulted in a substantial accuracy drop to 72.6%. Furthermore, the out-of-distribution mechanism only flagged 31.2% of these documents, meaning many unhandled template variations went unflagged while being processed with low accuracy. This indicates that operational robustness is only partially supported in its real-world deployment context.","[""Of the 1,200 out-of-distribution samples, 1,127 were flagged by the out-of-distribution mechanism."", ""Across the predefined formatting-variation set, accuracy ranged from 91.6% to 94.8%.""]",1200,209,1880,2026-08-14T12:32:33.421677+00:00
RUN_0051__PX_1005_NC,RUN_0051,PX_1005,robustness,C0,model_2,1,PX_1005_NC,non_material_control,d4d24ff22c394b782a47bf2a05d2d058998764599a079d80dd082e34730334f2,gemini,gemini-3.5-flash,completed,supported,95,affirm,supported,95,maintain,"The additional information states that the robustness-test report was migrated to a new document-management system while keeping the datasets, tested conditions, test procedures, and reported results completely unchanged. This administrative migration does not affect the evidential basis or validity of the previous assessment, so the attribution is maintained.",[],1150,87,1437,2026-08-14T12:32:35.560865+00:00
RUN_0066__PX_1006_MD,RUN_0066,PX_1006,accountability,C1,model_1,2,PX_1006_MD,material_defeater,e63f3b4e6645f67c790e214468081ea5776aa2826752f75879fa0f37ed42657c,openai,gpt-5.4-mini-2026-03-17,completed,supported,90,affirm,supported,84,maintain,"The additional audit information does not undermine the core basis for accountability identified in the original assessment: the final case-level decision remains assigned to the claims reviewer, reviewer rationales are recorded, evidence consulted is identified, model recommendations are logged separately, and reconsideration outcomes are retained. The new material adds performance-management context showing that reviewers are monitored using an agreement-rate indicator and that overrides above a threshold trigger managerial review, with many reviewers reporting that they consider this indicator when deciding whether to override. However, this information concerns reviewer incentives and oversight rather than replacing or obscuring human decision responsibility. It does not show that the AI system makes the final decision, nor does it negate the existing mechanisms for reconstructing and reviewing decisions. Accordingly, the attribution to accountable decision-making remains supported, though the new evidence slightly qualifies the independence of the human review process.","[""The documented procedure assigns the final case-level decision to the claims reviewer."", ""Reviewers enter a free-text rationale when finalising a disposition."", ""The human review record identifies the evidence consulted."", ""Each model recommendation record contains the model version, timestamp, and a reference to the input record."", ""Disagreements between the model recommendation and the reviewer are routed to an organisational role identified as Senior Claims Reviewer."", ""Customers may request reconsideration of an adverse disposition."", ""Reconsideration outcomes are retained with the original decision record."", ""An internal audit found that reviewer performance assessments include an agreement-rate indicator comparing final decisions with model recommendations."", ""An override rate above 12% triggers managerial review of the reviewer's case history."", ""In interviews conducted during the audit, 17 of 21 reviewers reported considering the agreement-rate indicator when deciding whether to override a recommendation.""]",1202,368,1570,2026-08-14T08:10:00.491905+00:00
RUN_0066__PX_1006_NC,RUN_0066,PX_1006,accountability,C1,model_1,2,PX_1006_NC,non_material_control,46c6919fa3b8fba0c072ccc9b9ade40c10f52ddd0404912393a6a4fb242f40ff,openai,gpt-5.4-mini-2026-03-17,completed,supported,90,affirm,supported,92,maintain,"The additional information does not materially alter the evidential basis for accountability. The process still identifies a human decision-maker for the final case-level disposition, retains the reviewer rationale and evidence consulted, preserves the model recommendation metadata and decision record linkage, and provides reconsideration pathways. The role rename from 'Senior Claims Reviewer' to 'Claims Review Lead' leaves responsibilities, escalation rules, and decision authority unchanged, so the accountability structure remains supported.","[""Disagreements between the model recommendation and the reviewer are routed to an organisational role identified as Senior Claims Reviewer."", ""The organisation renamed the role 'Senior Claims Reviewer' to 'Claims Review Lead'. The responsibilities, escalation rules, and decision authority assigned to the role were unchanged.""]",1144,178,1322,2026-08-14T08:10:02.239482+00:00
RUN_0069__PX_1006_MD,RUN_0069,PX_1006,accountability,C2,model_1,1,PX_1006_MD,material_defeater,cffe3e701060e5108a82fe642fdc0436e681efb7a20039d74b525a232b776c70,openai,gpt-5.4-mini-2026-03-17,completed,supported,84,affirm,partially_supported,86,weaken,"The original evidence still supports attributing accountability primarily to the human claims reviewer: the documented procedure assigns the final case-level decision to the reviewer, reviewers provide free-text rationales, the consulted evidence is recorded, reconsideration outcomes are retained, and disagreement handling exists. However, the added audit evidence materially weakens the accountability reading because reviewer performance assessment is tied to agreement with the model recommendation, an override-rate threshold above 12% triggers managerial review of the reviewer’s case history, and most interviewed reviewers reported taking the agreement-rate indicator into account when deciding whether to override. This shows that the human decision is not fully insulated from model alignment pressures, so the evidence no longer cleanly supports straightforward accountable decision-making for the AI-assisted process as a whole. The available records still preserve some reconstructive and review information, but the new information introduces an incentive structure that may affect how decisions are reached, leaving a partially supported attribution rather than full support.","[""The documented procedure assigns the final case-level decision to the claims reviewer."", ""Reviewers enter a free-text rationale when finalising a disposition."", ""The human review record identifies the evidence consulted."", ""Disagreements between the model recommendation and the reviewer are routed to an organisational role identified as Senior Claims Reviewer."", ""Customers may request reconsideration of an adverse disposition."", ""Reconsideration outcomes are retained with the original decision record."", ""An internal audit found that reviewer performance assessments include an agreement-rate indicator comparing final decisions with model recommendations."", ""An override rate above 12% triggers managerial review of the reviewer's case history."", ""In interviews conducted during the audit, 17 of 21 reviewers reported considering the agreement-rate indicator when deciding whether to override a recommendation.""]",1397,371,1768,2026-08-14T08:10:05.131536+00:00
RUN_0069__PX_1006_NC,RUN_0069,PX_1006,accountability,C2,model_1,1,PX_1006_NC,non_material_control,b8ec40c88b28cafb879b4bdbfad6273b30a796ecd2c30ce233c51f84cb3245d7,openai,gpt-5.4-mini-2026-03-17,completed,supported,84,affirm,supported,96,maintain,"The new information does not materially alter the evidential basis for attributing accountable decision-making to the AI-assisted process. The role previously identified as Senior Claims Reviewer has only been renamed Claims Review Lead, with responsibilities, escalation rules, and decision authority unchanged. The core accountability evidence remains the same: the documented procedure assigns the final case-level decision to the claims reviewer; reviewers provide a free-text rationale; the human review record identifies evidence consulted; model recommendation records retain version, timestamp, and input reference; disagreement cases are escalated to a defined human role; and reconsideration outcomes are retained with the original decision record. This is sufficient to support attribution of accountable decision-making to the human-led process, with the AI serving as an advisory component. The rename is a non-material terminology change and does not weaken or strengthen the attribution.","[""Disagreements between the model recommendation and the reviewer are routed to an organisational role identified as Senior Claims Reviewer."", ""The organisation renamed the role 'Senior Claims Reviewer' to 'Claims Review Lead'. The responsibilities, escalation rules, and decision authority assigned to the role were unchanged.""]",1339,256,1595,2026-08-14T08:10:14.593110+00:00
RUN_0054__PX_1005_MD,RUN_0054,PX_1005,robustness,C1,model_1,2,PX_1005_MD,material_defeater,3fb132255302e64c6841fa4c58e48d6fbcb9c07a21d7867e68552fe8b5c40182,openai,gpt-5.4-mini-2026-03-17,completed,supported,90,affirm,partially_supported,92,weaken,"The original evidence showed robustness under several predefined perturbations and an out-of-distribution test, which still supports some operational robustness. However, the new deployment evidence materially weakens the case: document templates within the intended deployment categories but absent from the original validation corpus yielded 72.6% accuracy on 4,830 documents, and the out-of-distribution mechanism flagged only 31.2% of those documents. This indicates a substantial performance drop under a relevant deployment condition not covered by the original tests, so the evidence no longer supports a broad attribution of operational robustness for the deployment context. It still supports a limited claim that the system exhibits some robustness under the tested conditions, but not enough to fully sustain the prior attribution.","[""A second hospital began using document templates that were not represented in the original validation corpus. These templates fall within the deployment categories specified for the system. Accuracy for 4,830 documents using these templates was 72.6%. The out-of-distribution mechanism flagged 31.2% of these documents. No other measured deployment category showed a comparable change during the same period."", ""With 10% randomly removed non-critical fields, accuracy was 93.7%."", ""With the predefined OCR degradation transformation, accuracy was 92.1%."", ""Across the predefined formatting-variation set, accuracy ranged from 91.6% to 94.8%."", ""The validation protocol contains three predefined perturbation tests; corresponding accuracies were 92.8%, 90.9%, and 93.4%."", ""An out-of-distribution test set contained 1,200 documents from document classes excluded from training.""]",1322,367,1689,2026-08-14T08:10:16.992038+00:00
RUN_0054__PX_1005_NC,RUN_0054,PX_1005,robustness,C1,model_1,2,PX_1005_NC,non_material_control,e2d8e895ff069642ae2765339c0763d0340bf5884eff149a7d02b840d8541f93,openai,gpt-5.4-mini-2026-03-17,completed,supported,90,affirm,supported,92,maintain,"The additional information states that the robustness-test report was migrated to a new document-management system while the datasets, tested conditions, procedures, and results remained unchanged. This does not materially alter the evidential basis. The original evidence still includes multiple predefined perturbation tests, performance under field removal, OCR degradation, formatting variation, an out-of-distribution flagging result, and independent reproduction by a separate validation team. Taken together, this continues to support attributing operational robustness for the described deployment context, while still being limited to the specific tested conditions rather than all possible operational conditions.","[""The robustness-test report was migrated to a new document-management system. The datasets, tested conditions, test procedures, and reported results were unchanged."", ""With 10% randomly removed non-critical fields, accuracy was 93.7%."", ""With the predefined OCR degradation transformation, accuracy was 92.1%."", ""Across the predefined formatting-variation set, accuracy ranged from 91.6% to 94.8%."", ""The validation protocol contains three predefined perturbation tests; corresponding accuracies were 92.8%, 90.9%, and 93.4%."", ""Of the 1,200 out-of-distribution samples, 1,127 were flagged by the out-of-distribution mechanism."", ""A separate validation team reproduced the reported tests.""]",1275,302,1577,2026-08-14T08:10:18.844308+00:00
RUN_0071__PX_1006_MD,RUN_0071,PX_1006,accountability,C2,model_2,1,PX_1006_MD,material_defeater,e2f17734f9578d07b2ea8b024c865bf75a45d75a21ee51ea58bee11c94fdadf4,gemini,gemini-3.5-flash,completed,supported,95,affirm,partially_supported,90,weaken,"The additional information reveals that performance-management metrics penalize reviewers for overriding model recommendations above a 12% threshold, without equivalent scrutiny for high agreement rates. This structural incentive compromises the independence of the human reviewer, as 17 of 21 surveyed reviewers admit to factoring this into their decisions. Consequently, while procedural roles and logging are documented, the actual allocation of decision-making responsibility to the human reviewer is undermined in practice, meaning accountability is only partially supported.","[""The documented procedure assigns the final case-level decision to the claims reviewer.""]",1265,168,1843,2026-08-14T12:32:39.360033+00:00
RUN_0071__PX_1006_NC,RUN_0071,PX_1006,accountability,C2,model_2,1,PX_1006_NC,non_material_control,f4092e4822f3963553900c9c7ea00e0c9a63426a33c0d76df2ce5f014b6edc3a,gemini,gemini-3.5-flash,completed,supported,95,affirm,supported,95,maintain,"The additional information details a minor administrative change (renaming the 'Senior Claims Reviewer' role to 'Claims Review Lead') without any alteration to responsibilities, escalation rules, or decision authority. This does not materially affect the evidential basis or reasoning supporting the original assessment that accountable decision-making is supported.","[""Disagreements between the model recommendation and the reviewer are routed to an organisational role identified as Senior Claims Reviewer.""]",1202,139,1341,2026-08-14T12:32:40.966862+00:00
RUN_0061__PX_1006_MD,RUN_0061,PX_1006,accountability,C0,model_1,1,PX_1006_MD,material_defeater,fbefd82f0897b47df06d4d482602947306c848aa56b694a2c04b4e1769a55d90,openai,gpt-5.4-mini-2026-03-17,completed,supported,87,affirm,supported,84,maintain,"The additional audit information does not undermine the existing basis for attributing accountable decision-making to the AI-assisted process. The original evidence still shows that the final case-level decision is assigned to the claims reviewer, the final disposition is stored separately from the model recommendation, reviewers provide a free-text rationale, and disagreements are escalated to Senior Claims Reviewer. The new material adds performance-management controls around reviewer behavior, including an agreement-rate indicator, managerial review when override rates exceed 12%, and evidence that most interviewed reviewers consider agreement rates when deciding whether to override. This suggests the model recommendation influences reviewer behavior, but it does not shift final decision authority away from the human reviewer or negate the documented accountability structure. Model maintenance by Model Operations remains separate from individual claim disposition. Accordingly, the prior attribution remains supported, though the new information slightly complicates the independence of the human review process.","[""The documented procedure assigns the final case-level decision to the claims reviewer."", ""Disagreements between the model recommendation and the reviewer are routed to an organisational role identified as Senior Claims Reviewer."", ""An internal audit found that reviewer performance assessments include an agreement-rate indicator comparing final decisions with model recommendations."", ""An override rate above 12% triggers managerial review of the reviewer's case history."", ""No corresponding review is triggered by high agreement rates."", ""In interviews conducted during the audit, 17 of 21 reviewers reported considering the agreement-rate indicator when deciding whether to override a recommendation.""]",1160,321,1481,2026-08-14T08:10:23.791978+00:00
RUN_0061__PX_1006_NC,RUN_0061,PX_1006,accountability,C0,model_1,1,PX_1006_NC,non_material_control,716b3d8fcd073acd5e86734ff8c4099358595b6eb8fa29077350627585dfd139,openai,gpt-5.4-mini-2026-03-17,completed,supported,87,affirm,supported,93,maintain,"The additional information does not materially change the evidential basis for attributing accountable decision-making to the AI-assisted process. The role rename from 'Senior Claims Reviewer' to 'Claims Review Lead' is administrative only, and the responsibilities, escalation rules, and decision authority remain unchanged. The existing evidence still supports that the final case-level decision rests with the human claims reviewer, that disagreements are handled through a named human escalation role, and that the model provides traceable recommendations rather than final decisions. Retained reconsideration outcomes and reviewer rationales further support accountability for the human-led disposition process.","[""Disagreements between the model recommendation and the reviewer are routed to an organisational role identified as Senior Claims Reviewer."", ""The organisation renamed the role 'Senior Claims Reviewer' to 'Claims Review Lead'. The responsibilities, escalation rules, and decision authority assigned to the role were unchanged.""]",1102,208,1310,2026-08-14T08:10:25.649804+00:00
