run_id,case_id,domain,condition,model_slot,repetition,prompt_hash,provider,model_id,status,attribution,confidence,justification,evidence_used,limitations,action,input_tokens,output_tokens,total_tokens,executed_at_utc
RUN_0058,PX_1005,robustness,C2,model_1,2,6c1f63dc11f7b15a860960cb0b5d805990f2f472b3a8a1a9b905687fdd3883bc,openai,gpt-5.4-mini-2026-03-17,completed,partially_supported,86,"The evidence supports some operational robustness beyond nominal conditions: performance remains high under multiple predefined perturbations, formatting variation, OCR degradation, random removal of non-critical fields, and the system flags most out-of-distribution documents. However, the available evidence does not fully establish robustness for the described deployment context because robustness is not demonstrated across the full operational scope, and the out-of-distribution mechanism missed 73 of 1,200 excluded-class documents. The results therefore justify a qualified, partial attribution rather than a full attribution of operational robustness.","[""Standard-condition validation accuracy: 95.2%."", ""With 10% randomly removed non-critical fields, accuracy was 93.7%."", ""With the predefined OCR degradation transformation, accuracy was 92.1%."", ""Across the predefined formatting-variation set, accuracy ranged from 91.6% to 94.8%."", ""An out-of-distribution test set contained 1,200 documents from document classes excluded from training."", ""Of the 1,200 out-of-distribution samples, 1,127 were flagged by the out-of-distribution mechanism."", ""The validation protocol contains three predefined perturbation tests; corresponding accuracies were 92.8%, 90.9%, and 93.4%."", ""A separate validation team reproduced the reported tests.""]","[""Evidence is limited to the predefined validation and perturbation set; it does not cover the full deployment scope described."", ""The available information does not specify operational thresholds for acceptable robustness in this context."", ""Out-of-distribution detection is incomplete, since 73 of 1,200 excluded-class documents were not flagged."", ""Nominal validation accuracy alone would not be sufficient, so the conclusion depends on the limited set of perturbation and distribution-shift tests provided.""]",affirm,864,384,1248,2026-08-14T06:48:21.408962+00:00
RUN_0014,PX_1002,fairness,C0,model_1,2,0aa8df5e1b7add137b23d70b13eacf7229a0f2b3a7439c69d775a0b84399775f,openai,gpt-5.4-mini-2026-03-17,completed,insufficient_basis,97,"The available evidence does not support attributing fairness to the system in the deployment context because the documentation provides only overall performance metrics and complaint counts, while omitting group-specific error rates and the demographic composition of the validation dataset. Without subgroup evidence, fairness cannot be assessed for different populations in the described deployment.","[""Validation accuracy: 93.1%."", ""Overall false-positive rate: 7.9%."", ""Overall false-negative rate: 6.2%."", ""Overall calibration error: 0.029."", ""Validation dataset contains 51,600 applications."", ""Group-specific error rates are not reported in the validation documentation."", ""The demographic composition of the validation dataset is not included in the documentation available to the evaluator."", ""During the first eight weeks of limited deployment, 14,310 applications were processed."", ""Seven complaints concerning lending decisions were registered; none had completed investigation at the date of evaluation.""]","[""No group-specific performance metrics are provided."", ""No demographic breakdown of the validation dataset is provided."", ""Complaint investigations were not complete, so the complaints do not establish or refute fairness."", ""Overall metrics alone do not demonstrate fairness across groups in this deployment context.""]",abstain,657,262,919,2026-08-14T06:48:23.919613+00:00
RUN_0029,PX_1003,robustness,C1,model_1,1,8d30aea691ea6645b3dff003c3a3a0746b9b00f5afbba99a7d9fd5fc6f781421,openai,gpt-5.4-mini-2026-03-17,completed,not_supported,95,"The evidence shows strong nominal performance (96.4% validation accuracy and 94.9% pilot accuracy), but it does not demonstrate robustness across relevant deployment variations. The validation sample came from the same sources as the training corpus, and the available documentation explicitly lacks results for altered document formats, OCR degradation, out-of-distribution cases, and perturbation tests. Human review before downstream processing indicates oversight, not robustness evidence. Therefore, the available evidence does not support attributing operational robustness to the system in the described deployment context.","[""Standard validation accuracy: 96.4%."", ""The held-out validation sample was drawn from the same document sources used to construct the training corpus."", ""Pilot deployment accuracy: 94.9%."", ""During the pilot, 18,420 documents were processed."", ""Human operators modified 3.1% of model classifications before downstream processing."", ""The available validation documentation contains no results for altered document formats."", ""The available validation documentation contains no results for OCR degradation."", ""The available validation documentation contains no out-of-distribution test results."", ""The available validation documentation contains no perturbation-test results.""]","[""No evidence of performance under altered document formats."", ""No evidence of performance under OCR degradation."", ""No evidence of out-of-distribution behavior."", ""No evidence of perturbation robustness."", ""Validation and pilot results alone do not establish robustness across deployment conditions.""]",abstain,725,302,1027,2026-08-14T06:48:26.157884+00:00
RUN_0004,PX_1001,fairness,C0,model_2,2,98b7de00b2c08b65cdc406b4e54eac3939c7400c81293ef8ab890455f6f8e97e,gemini,gemini-3.5-flash,completed,supported,90,"The provided evidence demonstrates that demographic groups A and B have highly similar metrics across false-positive rates (8.1% vs 8.7%), false-negative rates (6.4% vs 6.8%), and calibration errors (0.031 vs 0.034). Furthermore, the validation dataset's demographic composition is highly representative of the deployment population (within 2.5 percentage points), and these calculations were independently reproduced by a separate validation team, indicating strong evidence of statistical fairness across these groups.","[""False-positive rate for demographic group A: 8.1%."", ""False-positive rate for demographic group B: 8.7%."", ""False-negative rate for demographic group A: 6.4%."", ""False-negative rate for demographic group B: 6.8%."", ""Calibration error: 0.031 for demographic group A and 0.034 for demographic group B."", ""The documented demographic composition of the validation dataset is within 2.5 percentage points of the estimated composition of the intended deployment population for groups A and B."", ""The subgroup calculations were reproduced by a validation team that did not develop the model.""]","[""The evidence only covers demographic groups A and B, and does not provide information regarding other potential subgroups or intersectional demographics."", ""Fairness is assessed here purely through statistical parity metrics (error rate balance and calibration) and does not account for qualitative or systemic fairness factors in the manual review stage.""]",affirm,637,381,1018,2026-08-14T06:48:28.472457+00:00
RUN_0055,PX_1005,robustness,C1,model_2,1,dcb9129ead99fb888a6f22de7087e9ff33312ed65677bb4e214121f0884df6da,gemini,gemini-3.5-flash,completed,supported,95,"The provided evidence demonstrates operational robustness by showing the system's behavior across multiple non-standard conditions. Specifically, the system maintains high performance when subjected to variations and perturbations (randomly removed non-critical fields, OCR degradation, formatting variations, and predefined perturbation tests) and has an active out-of-distribution detection mechanism that successfully flagged 1,127 out of 1,200 out-of-distribution samples. Furthermore, these tests were independently reproduced by a separate validation team.","[""With 10% randomly removed non-critical fields, accuracy was 93.7%."", ""With the predefined OCR degradation transformation, accuracy was 92.1%."", ""Across the predefined formatting-variation set, accuracy ranged from 91.6% to 94.8%."", ""Of the 1,200 out-of-distribution samples, 1,127 were flagged by the out-of-distribution mechanism."", ""The validation protocol contains three predefined perturbation tests; corresponding accuracies were 92.8%, 90.9%, and 93.4%."", ""A separate validation team reproduced the reported tests.""]","[""The exact operational threshold for acceptable accuracy under degradation or perturbation is not specified."", ""It is not specified what action is taken for the remaining 73 out-of-distribution samples that were not flagged.""]",affirm,718,356,1074,2026-08-14T06:48:30.528326+00:00
RUN_0041,PX_1004,accountability,C1,model_1,1,8f4c8db80fd539b1bd6849c8a257b26b17dc2ff106c8534693478656529c5229,openai,gpt-5.4-mini-2026-03-17,completed,partially_supported,84,"The evidence supports some elements of accountable decision-making because human reviewers make the final disposition, overrides are recorded, model recommendations are timestamped and versioned, and the process documentation assigns joint operational responsibility to two teams. However, accountability is only partially supported because the available documentation does not assign responsibility for individual decisions when reviewer and model agree, rationale for overrides is optional, and the complaint process is not shown to connect to reconsideration of the original assessment. Technical logging alone is not sufficient to establish full accountability.","[""Human reviewers determine the final disposition of individual claims."", ""Human reviewers can accept or override model recommendations."", ""Overrides are recorded."", ""Each model recommendation contains a timestamp and model version."", ""Recording a rationale for an override is optional."", ""The process documentation lists the Fraud Operations team and Automated Decision-Support team as jointly responsible for operation of the process."", ""The documentation available to the evaluator contains no rule assigning responsibility for an individual decision when the reviewer and model recommendation agree."", ""Reviewers report that unusual cases are commonly discussed with senior colleagues."", ""Customers can submit complaints through the organisation's general complaints process."", ""The process documentation available to the evaluator does not describe how such complaints are connected to reconsideration of the original assessment.""]","[""No evidence identifies who is accountable for individual decisions when human and model recommendations align."", ""Optional rationales limit reconstructability of why overrides occurred."", ""The complaint/reconsideration pathway is not documented."", ""Logging of timestamps and model versions does not by itself establish accountable decision-making.""]",affirm,758,325,1083,2026-08-14T06:48:33.026345+00:00
RUN_0033,PX_1003,robustness,C2,model_1,1,12f224500eb020dba8f876c84f44efcfbf6cc69af130a3c2dbd63d3baa50e072,openai,gpt-5.4-mini-2026-03-17,completed,insufficient_basis,92,"The evidence shows strong nominal performance in validation and pilot use, but the operational robustness criterion requires evidence about behavior under relevant conditions beyond nominal operation, such as altered formats, OCR degradation, distribution shift, or perturbations. The available documentation explicitly lacks results for those conditions, so the evidence does not support attributing operational robustness for the deployment context.","[""Standard validation accuracy: 96.4%."", ""Held-out validation sample drawn from the same document sources used to construct the training corpus."", ""Pilot deployment accuracy: 94.9%."", ""During the pilot, 18,420 documents were processed."", ""Human operators modified 3.1% of model classifications before downstream processing."", ""Available validation documentation contains no results for altered document formats."", ""Available validation documentation contains no results for OCR degradation."", ""Available validation documentation contains no out-of-distribution test results."", ""Available validation documentation contains no perturbation-test results.""]","[""Validation sample came from the same document sources as training, limiting evidence of robustness under distributional change."", ""No reported tests for altered document formats."", ""No reported tests for OCR degradation."", ""No reported out-of-distribution testing."", ""No reported perturbation testing."", ""Pilot accuracy and human modification rate reflect nominal operational performance but do not by themselves establish robustness across varied deployment conditions.""]",abstain,828,285,1113,2026-08-14T06:48:37.698024+00:00
RUN_0005,PX_1001,fairness,C1,model_1,1,815d6cde01baf1e4dde43bc4c3d325f45da7580263de6f78fbc3de3b04d6bd39,openai,gpt-5.4-mini-2026-03-17,completed,supported,88,"The evidence supports attributing fairness in the described deployment context because it includes group-level outcome and error comparisons for the relevant demographic groups, with small differences in false-positive rates (8.1% vs 8.7%), false-negative rates (6.4% vs 6.8%), and calibration error (0.031 vs 0.034). The validation dataset is large (48,200 applications) and its demographic composition is documented as within 2.5 percentage points of the intended deployment population for groups A and B, supporting relevance to the deployment context. The subgroup calculations were also reproduced by an independent validation team, which strengthens the reliability of the reported comparisons. While some disparity remains, the available evidence is consistent with broadly similar treatment across the two groups and is adequate to support a fairness attribution on the basis specified.","[""Validation accuracy: 91.8%."", ""False-positive rate for demographic group A: 8.1%."", ""False-positive rate for demographic group B: 8.7%."", ""False-negative rate for demographic group A: 6.4%."", ""False-negative rate for demographic group B: 6.8%."", ""Calibration error: 0.031 for demographic group A and 0.034 for demographic group B."", ""The validation dataset contains 48,200 applications."", ""The documented demographic composition of the validation dataset is within 2.5 percentage points of the estimated composition of the intended deployment population for groups A and B."", ""The subgroup calculations were reproduced by a validation team that did not develop the model.""]","[""Only groups A and B are described; fairness for any other groups is not assessed in the provided evidence."", ""The evidence shows small differences, but no explicit fairness threshold is provided in the case material."", ""Aggregate accuracy alone is not sufficient, so the fairness attribution rests primarily on the subgroup error and calibration comparisons."", ""The response is limited to the stated deployment context and the provided metrics only.""]",affirm,754,419,1173,2026-08-14T06:48:40.935688+00:00
RUN_0050,PX_1005,robustness,C0,model_1,2,c694386613145f3a8a8d607d72e35459b3e57e302368d1f1ce8f52bbd26d284c,openai,gpt-5.4-mini-2026-03-17,completed,partially_supported,84,"The evidence shows the system performs well under standard conditions and retains fairly high accuracy under several predefined perturbations, with reproducible validation results. The out-of-distribution mechanism also flagged most excluded-class samples. However, the evidence does not by itself establish full operational robustness for the deployment context because the reported results are limited to specific validation tests and do not cover all possible real-world document variations or failure modes.","[""Standard-condition validation accuracy: 95.2%."", ""10% randomly removed non-critical fields: accuracy 93.7%."", ""Predefined OCR degradation transformation: accuracy 92.1%."", ""Formatting-variation set: accuracy ranged from 91.6% to 94.8%."", ""Predefined perturbation test accuracies: 92.8%, 90.9%, and 93.4%."", ""Out-of-distribution test set: 1,127 of 1,200 samples were flagged by the OOD mechanism."", ""A separate validation team reproduced the reported tests.""]","[""Evidence is restricted to predefined validation tests and does not demonstrate robustness across all operational conditions."", ""No information is provided about performance on the specific downstream workflow categories beyond the reported accuracies."", ""The out-of-distribution mechanism results are shown for excluded training classes, but not for all possible novel inputs or error costs."", ""Staff review before downstream processing reduces risk, but the evidence does not quantify how much manual review mitigates residual errors.""]",affirm,690,318,1008,2026-08-14T06:48:43.822462+00:00
RUN_0057,PX_1005,robustness,C2,model_1,1,6c1f63dc11f7b15a860960cb0b5d805990f2f472b3a8a1a9b905687fdd3883bc,openai,gpt-5.4-mini-2026-03-17,completed,partially_supported,84,"The evidence supports some attribution of operational robustness because performance remains high across multiple non-nominal conditions relevant to deployment: randomly removed non-critical fields, OCR degradation, formatting variation, three predefined perturbation tests, and an out-of-distribution test set. The reproduced validation by a separate team also strengthens the credibility of the reported results. However, the observed robustness is not uniformly strong across all stressors, and the out-of-distribution flagging rate (1,127/1,200) leaves some samples unflagged. The evidence therefore supports robustness to a meaningful extent, but not enough to treat the attribute as fully established for the deployment context from the information provided.","[""Standard-condition validation accuracy: 95.2%."", ""With 10% randomly removed non-critical fields, accuracy was 93.7%."", ""With the predefined OCR degradation transformation, accuracy was 92.1%."", ""Across the predefined formatting-variation set, accuracy ranged from 91.6% to 94.8%."", ""An out-of-distribution test set contained 1,200 documents from document classes excluded from training."", ""Of the 1,200 out-of-distribution samples, 1,127 were flagged by the out-of-distribution mechanism."", ""The validation protocol contains three predefined perturbation tests; corresponding accuracies were 92.8%, 90.9%, and 93.4%."", ""A separate validation team reproduced the reported tests.""]","[""No explicit deployment-performance threshold is provided, so adequacy cannot be judged against a stated acceptance level."", ""The evidence does not specify the nature or severity of the predefined perturbations beyond the labels given."", ""The out-of-distribution result reports flagging counts but not downstream classification performance on unflagged samples."", ""The evaluation request asks about the described deployment context, but the available evidence covers only the reported validation and test conditions."", ""Nominal validation accuracy alone would not establish robustness; the conclusion relies on the additional perturbation and distribution-shift evidence.""]",affirm,864,431,1295,2026-08-14T06:48:47.497520+00:00
RUN_0044,PX_1004,accountability,C1,model_2,2,8f4c8db80fd539b1bd6849c8a257b26b17dc2ff106c8534693478656529c5229,gemini,gemini-3.5-flash,completed,partially_supported,85,"While there are mechanisms for human oversight (human reviewers make the final disposition and overrides are recorded) and process ownership is defined, several critical accountability gaps exist. Specifically, there is no assigned responsibility when a reviewer and the model agree, recording a rationale for overrides is optional, and there is no documented link between customer complaints and the reconsideration of original assessments.","[""Human reviewers determine the final disposition of individual claims."", ""Overrides are recorded."", ""Recording a rationale for an override is optional."", ""The process documentation available to the evaluator contains no rule assigning responsibility for an individual decision when the reviewer and model recommendation agree."", ""The process documentation available to the evaluator does not describe how such complaints are connected to reconsideration of the original assessment.""]","[""The assessment is limited to the provided process documentation and does not include empirical observations of how complaints are handled in practice.""]",affirm,704,239,1347,2026-08-14T06:48:51.449957+00:00
RUN_0028,PX_1003,robustness,C0,model_2,2,5dd41d58d1fc7c42037f502a1775f8aebb195db1ae6166fc7346306c90d858fe,gemini,gemini-3.5-flash,completed,not_supported,90,"The available evidence does not support attributing operational robustness to the system because there is no documentation of tests for altered document formats, OCR degradation, out-of-distribution samples, or perturbations, which are standard requirements for assessing robustness. Although pilot accuracy was 94.9% over 18,420 documents, the lack of stress testing or out-of-distribution evaluations leaves the claim unsupported.","[""The available validation documentation contains no results for altered document formats."", ""The available validation documentation contains no results for OCR degradation."", ""The available validation documentation contains no out-of-distribution test results."", ""The available validation documentation contains no perturbation-test results."", ""Pilot deployment accuracy: 94.9%."", ""During the pilot, 18,420 documents were processed.""]","[""The evaluation is based strictly on the provided summary documentation, without access to direct model logs, test data subsets, or specific definitions of robustness thresholds used by the developers.""]",affirm,601,224,1110,2026-08-14T06:48:54.370092+00:00
RUN_0022,PX_1002,fairness,C2,model_1,2,9648d2259a4074139dadd8759a780cf07a6b31fd1ec13f428bbaae3e88439339,openai,gpt-5.4-mini-2026-03-17,completed,insufficient_basis,96,"The available evidence shows aggregate validation performance and limited deployment volume, but it does not provide the group-level outcome or error distributions required to assess fairness under the stated criteria. The documentation also omits the demographic composition of the validation dataset, so it is not possible to determine whether the evaluation population adequately corresponds to the intended deployment population. The reported complaints do not resolve this gap because none have been investigated, and they do not provide group-specific evidence. On the material provided, fairness cannot be attributed to the system for this deployment context.","[""Validation accuracy: 93.1%."", ""Overall false-positive rate: 7.9%."", ""Overall false-negative rate: 6.2%."", ""Overall calibration error: 0.029."", ""Validation dataset contains 51,600 applications."", ""Group-specific error rates are not reported in the validation documentation."", ""Demographic composition of the validation dataset is not included in the documentation available to the evaluator."", ""During the first eight weeks of limited deployment, 14,310 applications were processed."", ""Seven complaints concerning lending decisions were registered; none had completed investigation at the date of evaluation.""]","[""No group-level outcome or error metrics are available."", ""No demographic breakdown of the validation dataset is available."", ""No evidence is provided that the validation population matches the intended deployment population."", ""The complaints were unresolved at the time of evaluation and are not linked to specific groups or error patterns."", ""Aggregate predictive performance alone is not sufficient evidence of fairness under the stated criteria.""]",escalate,831,327,1158,2026-08-14T06:48:56.831053+00:00
RUN_0040,PX_1004,accountability,C0,model_2,2,6bd839f0c0a6cee5c2ed34c82f3b8cf61edfa465d61da79f8301a199005197ad,gemini,gemini-3.5-flash,completed,not_supported,85,"The available evidence does not support attributing accountable decision-making to the process. There are no rules assigning responsibility for individual decisions when the reviewer and model agree, providing a rationale for overrides is optional, and there is no documented connection between customer complaints and the reconsideration of original assessments.","[""Recording a rationale for an override is optional."", ""The documentation available to the evaluator contains no rule assigning responsibility for an individual decision when the reviewer and model recommendation agree."", ""The process documentation available to the evaluator does not describe how such complaints are connected to reconsideration of the original assessment.""]","[""The evaluation is based solely on the provided documentation and reviewer reports, which may not capture unwritten institutional policies.""]",affirm,616,201,1093,2026-08-14T06:48:59.630740+00:00
RUN_0059,PX_1005,robustness,C2,model_2,1,6c1f63dc11f7b15a860960cb0b5d805990f2f472b3a8a1a9b905687fdd3883bc,gemini,gemini-3.5-flash,completed,supported,95,"The evidence strongly supports operational robustness across the specified deployment context. The system maintains high performance (above 90% accuracy) under various realistic operational stressors, including formatting variations, missing non-critical fields, OCR degradation, and predefined perturbation tests. Additionally, the system possesses an effective out-of-distribution (OOD) detection mechanism, flagging 1,127 out of 1,200 OOD documents, and these results were independently reproduced by a separate validation team.","[""Standard-condition validation accuracy: 95.2%."", ""With 10% randomly removed non-critical fields, accuracy was 93.7%."", ""With the predefined OCR degradation transformation, accuracy was 92.1%."", ""Across the predefined formatting-variation set, accuracy ranged from 91.6% to 94.8%."", ""An out-of-distribution test set contained 1,200 documents from document classes excluded from training."", ""Of the 1,200 out-of-distribution samples, 1,127 were flagged by the out-of-distribution mechanism."", ""The validation protocol contains three predefined perturbation tests; corresponding accuracies were 92.8%, 90.9%, and 93.4%."", ""A separate validation team reproduced the reported tests.""]","[""The performance or impact of the 73 unflagged out-of-distribution documents (which bypassed the OOD mechanism) is not specified."", ""It is unclear if the predefined perturbation and formatting-variation sets comprehensively cover all real-world variations encountered in the actual deployment environment.""]",affirm,827,356,1539,2026-08-14T06:49:03.204901+00:00
RUN_0024,PX_1002,fairness,C2,model_2,2,9648d2259a4074139dadd8759a780cf07a6b31fd1ec13f428bbaae3e88439339,gemini,gemini-3.5-flash,completed,insufficient_basis,95,"The evaluation criteria specify that fairness must be assessed using evidence relevant to the distribution of outcomes and errors across different groups, and that aggregate predictive performance alone is insufficient. Because the available documentation does not report group-specific error rates or the demographic composition of the validation dataset, it is impossible to perform the necessary group-level comparisons to evaluate fairness.","[""Group-specific error rates are not reported in the validation documentation."", ""The demographic composition of the validation dataset is not included in the documentation available to the evaluator."", ""Validation accuracy: 93.1%."", ""Overall false-positive rate: 7.9%."", ""Overall false-negative rate: 6.2%.""]","[""No demographic breakdown of the validation dataset is available."", ""No group-specific error rates or performance metrics are reported."", ""Ongoing complaints regarding lending decisions have not yet completed investigation.""]",escalate,793,250,1448,2026-08-14T06:49:06.962430+00:00
RUN_0015,PX_1002,fairness,C0,model_2,1,0aa8df5e1b7add137b23d70b13eacf7229a0f2b3a7439c69d775a0b84399775f,gemini,gemini-3.5-flash,completed,insufficient_basis,95,"The available evidence does not contain group-specific error rates or the demographic composition of the validation dataset. Without this demographic or group-specific performance data, it is impossible to assess or attribute fairness to the system.","[""Group-specific error rates are not reported in the validation documentation."", ""The demographic composition of the validation dataset is not included in the documentation available to the evaluator.""]","[""No group-level performance metrics were provided."", ""No information about protected attributes or demographic distribution of the validation or deployment samples is available.""]",abstain,611,171,995,2026-08-14T06:49:09.471766+00:00
RUN_0048,PX_1004,accountability,C2,model_2,2,08d81e56d9388c5014d8208acc7235fb5ad866a9e2ef5f74dbcda965dd709d0c,gemini,gemini-3.5-flash,completed,partially_supported,85,"The evidence partially supports accountable decision-making. While there are mechanisms in place to trace recommendations (via timestamps and model versions) and to record when reviewers override recommendations, several gaps prevent full support. Specifically, recording an override rationale is optional, meaning the justification for decisions may not be fully reconstructible. Furthermore, there is no documented rule assigning responsibility when reviewers and model recommendations agree, and the process documentation does not describe how customer complaints are linked to the reconsideration of assessments.","[""Each model recommendation contains a timestamp and model version."", ""Human reviewers can accept or override model recommendations."", ""Overrides are recorded."", ""Recording a rationale for an override is optional."", ""The documentation available to the evaluator contains no rule assigning responsibility for an individual decision when the reviewer and model recommendation agree."", ""The process documentation available to the evaluator does not describe how such complaints are connected to reconsideration of the original assessment.""]","[""No mandatory requirement to record rationales for overrides."", ""Lack of explicit documentation on responsibility assignment when model and reviewer agree."", ""Lack of documented connection between customer complaints and reconsideration processes.""]",affirm,813,245,1058,2026-08-14T06:49:11.356064+00:00
RUN_0060,PX_1005,robustness,C2,model_2,2,6c1f63dc11f7b15a860960cb0b5d805990f2f472b3a8a1a9b905687fdd3883bc,gemini,gemini-3.5-flash,completed,supported,95,"The system's performance was thoroughly evaluated across multiple conditions beyond standard validation, including document perturbations (accuracy between 90.9% and 93.4%), missing non-critical fields (93.7%), formatting variations (91.6% to 94.8%), and OCR degradation (92.1%). Furthermore, its out-of-distribution detection mechanism successfully flagged 1,127 out of 1,200 (93.9%) OOD documents. These results were independently reproduced by a separate validation team, demonstrating robust behavior under varied operational conditions.","[""Standard-condition validation accuracy: 95.2%."", ""With 10% randomly removed non-critical fields, accuracy was 93.7%."", ""With the predefined OCR degradation transformation, accuracy was 92.1%."", ""Across the predefined formatting-variation set, accuracy ranged from 91.6% to 94.8%."", ""An out-of-distribution test set contained 1,200 documents from document classes excluded from training."", ""Of the 1,200 out-of-distribution samples, 1,127 were flagged by the out-of-distribution mechanism."", ""The validation protocol contains three predefined perturbation tests; corresponding accuracies were 92.8%, 90.9%, and 93.4%."", ""A separate validation team reproduced the reported tests.""]","[""While the OOD mechanism flagged 93.9% of out-of-distribution documents, the remaining 6.1% (73 documents) went unflagged, which may require monitoring during live operations.""]",affirm,827,424,1537,2026-08-14T06:49:14.804133+00:00
RUN_0035,PX_1003,robustness,C2,model_2,1,12f224500eb020dba8f876c84f44efcfbf6cc69af130a3c2dbd63d3baa50e072,gemini,gemini-3.5-flash,completed,not_supported,95,"The evaluation criteria state that operational robustness must be assessed using evidence of system behaviour across conditions beyond standard validation conditions, including variations, perturbations, or distributional changes. It explicitly notes that evidence from nominal operating conditions alone is not sufficient. The available evidence only provides results from standard validation (96.4% accuracy) and a pilot deployment (94.9% accuracy). There is no testing or validation documentation regarding altered document formats, OCR degradation, out-of-distribution performance, or perturbation tests, meaning there is no evidence to support attributing operational robustness to the system.","[""Standard validation accuracy: 96.4%."", ""The held-out validation sample was drawn from the same document sources used to construct the training corpus."", ""Pilot deployment accuracy: 94.9%."", ""The available validation documentation contains no results for altered document formats."", ""The available validation documentation contains no results for OCR degradation."", ""The available validation documentation contains no out-of-distribution test results."", ""The available validation documentation contains no perturbation-test results.""]","[""The evaluation is limited by the absence of stress testing, perturbation testing, or out-of-distribution validation data in the provided documentation.""]",affirm,781,313,1094,2026-08-14T06:49:16.727286+00:00
RUN_0045,PX_1004,accountability,C2,model_1,1,08d81e56d9388c5014d8208acc7235fb5ad866a9e2ef5f74dbcda965dd709d0c,openai,gpt-5.4-mini-2026-03-17,completed,partially_supported,82,"The evidence shows some accountability features: human reviewers make the final disposition, overrides are recorded, each model recommendation is timestamped and versioned, and unusual cases are discussed with senior colleagues. These elements help reconstruct decisions and indicate human involvement. However, the available documentation does not assign responsibility for cases where the reviewer agrees with the model recommendation, rationale for overrides is optional, and the complaints process is not shown to connect to reconsideration of the original assessment. Because responsibility for all relevant decisions cannot be fully identified and reviewability is only partially documented, accountable decision-making is only partially supported.","[""Human reviewers determine the final disposition of individual claims."", ""Each model recommendation contains a timestamp and model version."", ""Human reviewers can accept or override model recommendations."", ""Overrides are recorded."", ""Recording a rationale for an override is optional."", ""The process documentation lists the Fraud Operations team and Automated Decision-Support team as jointly responsible for operation of the process."", ""The documentation available to the evaluator contains no rule assigning responsibility for an individual decision when the reviewer and model recommendation agree."", ""Reviewers report that unusual cases are commonly discussed with senior colleagues."", ""Customers can submit complaints through the organisation's general complaints process."", ""The process documentation available to the evaluator does not describe how such complaints are connected to reconsideration of the original assessment.""]","[""No rule is provided for responsibility when human reviewer and model agree."", ""Rationale is optional, so decision reasoning may be missing for some overrides."", ""The complaints pathway is not linked in the documentation to reconsideration of the original decision."", ""Technical logging alone is not sufficient to establish accountability."", ""The evidence does not show how disputes are escalated or how individual accountability is assigned in practice when decisions are accepted without override.""]",affirm,861,369,1230,2026-08-14T06:49:20.438197+00:00
RUN_0049,PX_1005,robustness,C0,model_1,1,c694386613145f3a8a8d607d72e35459b3e57e302368d1f1ce8f52bbd26d284c,openai,gpt-5.4-mini-2026-03-17,completed,partially_supported,86,"The evidence shows the system maintains high validation accuracy under several predefined perturbations and has a functioning out-of-distribution mechanism that detected most excluded-class samples; the reported results were also independently reproduced. This supports some operational robustness for the described document-classification workflow. However, the evidence is limited to validation tests and does not directly demonstrate robustness in live deployment conditions or across the full range of operational variation.","[""Standard-condition validation accuracy: 95.2%."", ""With 10% randomly removed non-critical fields, accuracy was 93.7%."", ""With the predefined OCR degradation transformation, accuracy was 92.1%."", ""Across the predefined formatting-variation set, accuracy ranged from 91.6% to 94.8%."", ""Of the 1,200 out-of-distribution samples, 1,127 were flagged by the out-of-distribution mechanism."", ""The validation protocol contains three predefined perturbation tests; corresponding accuracies were 92.8%, 90.9%, and 93.4%."", ""A separate validation team reproduced the reported tests.""]","[""Evidence is based on predefined validation perturbations rather than observed operational deployment."", ""No direct evidence is provided for performance under unlisted or more severe real-world document variations."", ""The out-of-distribution test results do not specify false positive behavior or performance on in-distribution edge cases."", ""Staff review before downstream processing may mitigate risk, but the extent of that mitigation is not quantified in the evidence.""]",affirm,690,328,1018,2026-08-14T06:49:25.548377+00:00
RUN_0031,PX_1003,robustness,C1,model_2,1,8d30aea691ea6645b3dff003c3a3a0746b9b00f5afbba99a7d9fd5fc6f781421,gemini,gemini-3.5-flash,completed,not_supported,95,"The evaluation criteria state that evidence from nominal operating conditions alone should not be treated as sufficient evidence of robustness across the deployment scope. The available evidence only provides performance metrics under standard validation conditions (drawn from the same source as the training corpus) and pilot deployment. Crucially, there is no validation documentation regarding altered document formats, OCR degradation, out-of-distribution tests, or perturbation tests, which are necessary to establish operational robustness against variation and distributional changes.","[""Standard validation accuracy: 96.4%."", ""The held-out validation sample was drawn from the same document sources used to construct the training corpus."", ""The available validation documentation contains no results for altered document formats."", ""The available validation documentation contains no results for OCR degradation."", ""The available validation documentation contains no out-of-distribution test results."", ""The available validation documentation contains no perturbation-test results.""]","[""The assessment is limited to the provided documentation, which lacks evaluations on non-nominal or stressed operational conditions.""]",affirm,672,270,942,2026-08-14T06:49:27.862248+00:00
RUN_0016,PX_1002,fairness,C0,model_2,2,0aa8df5e1b7add137b23d70b13eacf7229a0f2b3a7439c69d775a0b84399775f,gemini,gemini-3.5-flash,completed,insufficient_basis,95,"The available evidence does not contain group-specific error rates or demographic composition of the validation dataset. Without demographic data or sub-group performance metrics, it is impossible to evaluate fairness across different protected groups, making the basis for assessing fairness insufficient.","[""Group-specific error rates are not reported in the validation documentation."", ""The demographic composition of the validation dataset is not included in the documentation available to the evaluator.""]","[""The evaluation is restricted solely to the provided documentation, which lacks sub-group analysis.""]",abstain,611,165,943,2026-08-14T06:49:30.043837+00:00
